id,sentiment,kfold,rf_svd_pred
5074_2,0,4,0.61
4532_7,1,4,0.85
4958_10,1,4,0.27
4360_1,0,4,0.38
11779_7,1,4,0.5
3641_4,0,4,0.52
8246_9,1,4,0.5
3024_9,1,4,0.6
1202_9,1,4,0.54
1594_1,0,4,0.51
4344_1,0,4,0.28
2279_10,1,4,0.54
5271_4,0,4,0.27
6764_4,0,4,0.7
3206_4,0,4,0.41
8748_8,1,4,0.53
9463_1,0,4,0.27
3439_3,0,4,0.32
2248_7,1,4,0.65
11908_3,0,4,0.39
3708_4,0,4,0.41
8203_3,0,4,0.47
4292_3,0,4,0.46
1994_2,0,4,0.29
10611_1,0,4,0.3
3675_2,0,4,0.27
12487_3,0,4,0.64
3609_8,1,4,0.54
9169_8,1,4,0.54
1425_4,0,4,0.2
12343_2,0,4,0.29
556_1,0,4,0.18
8923_8,1,4,0.45
3606_2,0,4,0.3
12459_1,0,4,0.24
6382_7,1,4,0.45
11143_1,0,4,0.26
8335_1,0,4,0.14
4610_10,1,4,0.74
9435_2,0,4,0.53
11161_4,0,4,0.49
1813_8,1,4,0.41
2667_1,0,4,0.44
11643_7,1,4,0.6
12252_10,1,4,0.74
7304_8,1,4,0.29
2939_10,1,4,0.72
948_3,0,4,0.65
1260_10,1,4,0.61
8148_1,0,4,0.25
6627_7,1,4,0.71
6481_4,0,4,0.76
6830_10,1,4,0.51
5991_1,0,4,0.17
1777_10,1,4,0.58
6946_3,0,4,0.31
6508_7,1,4,0.51
9431_2,0,4,0.22
8830_3,0,4,0.36
11078_10,1,4,0.67
12424_1,0,4,0.55
5981_3,0,4,0.65
6103_2,0,4,0.47
11521_1,0,4,0.31
3969_8,1,4,0.46
10520_2,0,4,0.22
11989_1,0,4,0.37
5647_10,1,4,0.65
10297_3,0,4,0.49
9365_9,1,4,0.57
11381_10,1,4,0.75
296_2,0,4,0.44
5006_10,1,4,0.6
6989_7,1,4,0.59
313_2,0,4,0.41
4383_9,1,4,0.73
55_1,0,4,0.22
10575_9,1,4,0.53
313_10,1,4,0.61
11489_3,0,4,0.54
5663_10,1,4,0.59
6018_1,0,4,0.57
7795_1,0,4,0.43
10106_1,0,4,0.41
1782_4,0,4,0.35
9492_4,0,4,0.47
10672_9,1,4,0.72
3031_8,1,4,0.68
6387_3,0,4,0.31
10788_2,0,4,0.32
10584_10,1,4,0.63
7471_10,1,4,0.44
5592_2,0,4,0.48
7143_10,1,4,0.68
11552_4,0,4,0.34
7528_10,1,4,0.62
12368_3,0,4,0.47
5791_9,1,4,0.82
9139_1,0,4,0.36
7841_4,0,4,0.35
8500_7,1,4,0.61
4096_2,0,4,0.5
10581_10,1,4,0.66
11471_3,0,4,0.43
3627_1,0,4,0.35
5331_10,1,4,0.5
4357_10,1,4,0.6
9432_9,1,4,0.71
9812_7,1,4,0.65
4549_7,1,4,0.62
572_9,1,4,0.36
6667_8,1,4,0.42
6283_7,1,4,0.42
5959_2,0,4,0.26
922_8,1,4,0.59
7542_2,0,4,0.33
5574_4,0,4,0.52
5555_1,0,4,0.27
11122_10,1,4,0.7
6599_8,1,4,0.76
5748_10,1,4,0.67
2995_3,0,4,0.51
44_2,0,4,0.21
3260_3,0,4,0.64
4855_7,1,4,0.28
10032_4,0,4,0.14
5512_1,0,4,0.38
11214_3,0,4,0.43
11272_10,1,4,0.59
5292_7,1,4,0.62
9009_10,1,4,0.71
5912_2,0,4,0.46
514_1,0,4,0.25
2104_2,0,4,0.14
10365_1,0,4,0.24
5519_9,1,4,0.56
1158_9,1,4,0.63
2401_8,1,4,0.43
3529_9,1,4,0.67
5592_10,1,4,0.66
4681_4,0,4,0.36
6940_4,0,4,0.55
6196_3,0,4,0.47
4471_4,0,4,0.41
4424_4,0,4,0.24
754_2,0,4,0.25
3093_10,1,4,0.6
5418_4,0,4,0.52
8614_9,1,4,0.67
4985_2,0,4,0.18
6640_1,0,4,0.26
3068_1,0,4,0.5
5653_10,1,4,0.47
7168_10,1,4,0.53
5021_10,1,4,0.73
3473_9,1,4,0.39
6205_1,0,4,0.26
5433_10,1,4,0.78
2246_4,0,4,0.67
10967_10,1,4,0.8
4229_10,1,4,0.6
3022_7,1,4,0.6
2952_8,1,4,0.81
7493_7,1,4,0.54
7977_8,1,4,0.65
3044_1,0,4,0.69
1123_10,1,4,0.53
9793_7,1,4,0.62
962_2,0,4,0.28
3520_2,0,4,0.12
7931_8,1,4,0.43
4654_7,1,4,0.41
2021_3,0,4,0.77
11344_3,0,4,0.46
5488_2,0,4,0.28
7531_4,0,4,0.29
3029_1,0,4,0.19
12025_1,0,4,0.39
2742_4,0,4,0.6
6568_4,0,4,0.66
11530_8,1,4,0.58
3073_8,1,4,0.75
2382_7,1,4,0.56
3569_8,1,4,0.74
9404_1,0,4,0.34
10600_9,1,4,0.78
5573_2,0,4,0.39
2183_2,0,4,0.31
5473_8,1,4,0.62
10395_8,1,4,0.75
10279_8,1,4,0.83
482_1,0,4,0.46
372_1,0,4,0.48
8516_9,1,4,0.66
9646_1,0,4,0.25
2933_3,0,4,0.39
10723_8,1,4,0.76
9718_7,1,4,0.54
5944_9,1,4,0.39
10118_7,1,4,0.67
12335_3,0,4,0.61
9196_10,1,4,0.45
4246_4,0,4,0.48
2351_1,0,4,0.48
11242_9,1,4,0.73
7676_2,0,4,0.3
4152_1,0,4,0.21
2169_2,0,4,0.55
3589_4,0,4,0.47
7655_10,1,4,0.81
2074_10,1,4,0.57
10152_9,1,4,0.56
5135_10,1,4,0.75
10294_8,1,4,0.73
3271_1,0,4,0.21
11692_1,0,4,0.31
3391_7,1,4,0.74
5346_7,1,4,0.61
9173_10,1,4,0.57
6130_7,1,4,0.43
6575_4,0,4,0.49
37_3,0,4,0.37
6316_8,1,4,0.69
4717_1,0,4,0.34
748_9,1,4,0.79
11785_1,0,4,0.29
6054_9,1,4,0.76
417_1,0,4,0.37
1772_2,0,4,0.26
4509_10,1,4,0.75
7798_1,0,4,0.21
1589_1,0,4,0.24
5289_10,1,4,0.69
2711_1,0,4,0.23
226_4,0,4,0.36
4994_4,0,4,0.34
4620_1,0,4,0.35
7912_4,0,4,0.31
2854_10,1,4,0.49
6009_10,1,4,0.73
6447_1,0,4,0.27
10547_9,1,4,0.65
33_3,0,4,0.48
5477_4,0,4,0.27
12198_3,0,4,0.5
11347_10,1,4,0.7
11928_8,1,4,0.83
1892_3,0,4,0.72
11079_2,0,4,0.23
11647_2,0,4,0.55
10741_4,0,4,0.58
3149_3,0,4,0.27
5119_10,1,4,0.64
957_2,0,4,0.5
10811_7,1,4,0.66
6342_10,1,4,0.81
5930_7,1,4,0.31
10878_7,1,4,0.62
11454_4,0,4,0.38
11482_9,1,4,0.49
4154_1,0,4,0.2
12054_10,1,4,0.65
9068_9,1,4,0.64
12080_8,1,4,0.57
9181_10,1,4,0.68
12241_4,0,4,0.43
11253_9,1,4,0.68
10433_4,0,4,0.46
4174_9,1,4,0.71
6581_1,0,4,0.62
283_8,1,4,0.61
11301_7,1,4,0.75
8618_8,1,4,0.62
9706_10,1,4,0.79
11600_3,0,4,0.47
12191_7,1,4,0.64
2125_2,0,4,0.55
9615_1,0,4,0.34
7033_3,0,4,0.41
1669_8,1,4,0.68
3349_2,0,4,0.23
889_10,1,4,0.75
7514_1,0,4,0.19
6144_2,0,4,0.42
1196_1,0,4,0.37
8843_3,0,4,0.26
986_2,0,4,0.1
10855_1,0,4,0.35
12090_3,0,4,0.51
1483_2,0,4,0.24
7432_4,0,4,0.31
1360_10,1,4,0.7
7446_2,0,4,0.3
1674_8,1,4,0.53
11549_2,0,4,0.38
4864_7,1,4,0.66
7767_8,1,4,0.57
9641_1,0,4,0.4
4031_10,1,4,0.68
6490_1,0,4,0.47
1090_8,1,4,0.69
92_9,1,4,0.64
10769_2,0,4,0.24
3567_1,0,4,0.38
3111_7,1,4,0.7
7373_4,0,4,0.51
551_1,0,4,0.42
9855_7,1,4,0.84
614_10,1,4,0.81
9066_4,0,4,0.58
5274_3,0,4,0.44
2980_7,1,4,0.38
3961_8,1,4,0.38
11216_4,0,4,0.43
8796_8,1,4,0.47
4230_10,1,4,0.56
6749_9,1,4,0.61
2124_1,0,4,0.42
8050_1,0,4,0.12
8414_1,0,4,0.49
9628_8,1,4,0.66
4361_2,0,4,0.22
3138_1,0,4,0.27
1380_7,1,4,0.63
6938_4,0,4,0.4
6833_2,0,4,0.35
3993_7,1,4,0.52
2655_3,0,4,0.35
3844_1,0,4,0.4
1908_3,0,4,0.24
7937_2,0,4,0.32
9419_8,1,4,0.76
5437_10,1,4,0.57
11313_3,0,4,0.38
8925_3,0,4,0.49
11826_4,0,4,0.48
4507_7,1,4,0.55
5898_4,0,4,0.41
1012_2,0,4,0.44
3617_2,0,4,0.34
11466_2,0,4,0.48
4672_10,1,4,0.69
12334_4,0,4,0.56
8422_10,1,4,0.75
3341_7,1,4,0.33
7383_1,0,4,0.36
5347_7,1,4,0.74
4662_8,1,4,0.75
11166_1,0,4,0.44
11577_1,0,4,0.33
4262_1,0,4,0.47
10785_1,0,4,0.35
8642_1,0,4,0.53
6009_2,0,4,0.59
6895_2,0,4,0.37
8220_8,1,4,0.48
1920_10,1,4,0.62
190_1,0,4,0.4
7365_4,0,4,0.79
9250_4,0,4,0.48
5170_2,0,4,0.21
7426_1,0,4,0.25
9560_9,1,4,0.64
2638_1,0,4,0.29
8102_1,0,4,0.37
7403_3,0,4,0.19
1823_1,0,4,0.42
4008_1,0,4,0.71
5812_4,0,4,0.62
7408_8,1,4,0.69
5366_10,1,4,0.58
10008_2,0,4,0.37
9696_3,0,4,0.63
4578_1,0,4,0.43
4789_4,0,4,0.6
2323_8,1,4,0.59
12165_10,1,4,0.49
8976_1,0,4,0.4
10779_4,0,4,0.3
7949_10,1,4,0.69
4746_4,0,4,0.35
11588_10,1,4,0.55
2193_1,0,4,0.37
3764_1,0,4,0.38
8520_8,1,4,0.43
8743_4,0,4,0.19
5469_4,0,4,0.5
9859_1,0,4,0.3
3013_2,0,4,0.52
4806_8,1,4,0.74
12127_8,1,4,0.68
10092_8,1,4,0.87
946_1,0,4,0.49
3553_4,0,4,0.28
7985_10,1,4,0.59
2465_2,0,4,0.45
2730_9,1,4,0.83
554_1,0,4,0.37
380_10,1,4,0.48
11204_9,1,4,0.66
2355_3,0,4,0.53
10319_7,1,4,0.62
5533_7,1,4,0.77
4035_10,1,4,0.71
1520_7,1,4,0.72
2029_3,0,4,0.65
8289_4,0,4,0.23
452_3,0,4,0.56
1218_4,0,4,0.32
1228_9,1,4,0.74
11462_4,0,4,0.27
3694_2,0,4,0.43
11241_10,1,4,0.73
3193_2,0,4,0.32
7423_4,0,4,0.36
9997_2,0,4,0.43
3956_1,0,4,0.28
9943_7,1,4,0.67
5381_4,0,4,0.54
11530_1,0,4,0.39
4431_4,0,4,0.64
11806_4,0,4,0.58
1490_8,1,4,0.64
5789_1,0,4,0.36
10293_4,0,4,0.27
11696_4,0,4,0.53
5018_1,0,4,0.3
584_8,1,4,0.75
11740_1,0,4,0.39
8458_10,1,4,0.65
12145_10,1,4,0.76
4344_9,1,4,0.77
4245_3,0,4,0.32
10153_4,0,4,0.48
2817_1,0,4,0.38
3146_10,1,4,0.57
8541_1,0,4,0.15
2047_10,1,4,0.61
6403_3,0,4,0.38
963_4,0,4,0.4
1873_8,1,4,0.82
1667_7,1,4,0.67
3703_9,1,4,0.43
6312_7,1,4,0.56
1199_3,0,4,0.43
8146_10,1,4,0.73
6399_7,1,4,0.6
10351_8,1,4,0.55
7450_9,1,4,0.73
10486_3,0,4,0.37
5196_4,0,4,0.58
12360_10,1,4,0.51
7637_7,1,4,0.7
4898_7,1,4,0.87
3192_10,1,4,0.6
433_4,0,4,0.54
9401_1,0,4,0.24
11188_1,0,4,0.3
264_7,1,4,0.81
6472_10,1,4,0.71
11982_7,1,4,0.5
5351_7,1,4,0.68
5670_1,0,4,0.42
9735_8,1,4,0.78
5003_4,0,4,0.35
12192_7,1,4,0.75
7185_10,1,4,0.74
11488_10,1,4,0.41
6651_1,0,4,0.4
9468_7,1,4,0.51
2147_4,0,4,0.72
1420_8,1,4,0.75
1707_2,0,4,0.34
7008_2,0,4,0.44
1152_10,1,4,0.75
3661_10,1,4,0.74
6479_1,0,4,0.47
8764_8,1,4,0.6
11823_4,0,4,0.71
8551_4,0,4,0.45
10351_1,0,4,0.4
2702_1,0,4,0.34
10552_1,0,4,0.18
7326_10,1,4,0.45
1172_3,0,4,0.38
7593_7,1,4,0.59
9586_10,1,4,0.79
11633_8,1,4,0.52
3121_10,1,4,0.78
3101_1,0,4,0.35
2568_3,0,4,0.45
10841_10,1,4,0.6
4223_4,0,4,0.53
11415_1,0,4,0.26
1373_10,1,4,0.39
4300_1,0,4,0.27
474_4,0,4,0.27
12363_1,0,4,0.27
7256_9,1,4,0.74
11709_3,0,4,0.38
6799_3,0,4,0.49
2305_1,0,4,0.39
3909_10,1,4,0.63
8735_8,1,4,0.82
805_1,0,4,0.49
4818_9,1,4,0.69
7457_9,1,4,0.59
3513_4,0,4,0.28
2813_1,0,4,0.11
11231_3,0,4,0.34
11862_10,1,4,0.54
10836_10,1,4,0.72
11987_7,1,4,0.66
7082_1,0,4,0.23
8284_8,1,4,0.53
4954_10,1,4,0.49
951_10,1,4,0.75
4571_1,0,4,0.53
4068_10,1,4,0.7
4938_1,0,4,0.52
8275_1,0,4,0.25
7580_7,1,4,0.56
1807_7,1,4,0.64
6124_1,0,4,0.45
8545_9,1,4,0.44
7606_9,1,4,0.5
9322_1,0,4,0.26
8612_3,0,4,0.54
7658_10,1,4,0.72
1142_3,0,4,0.47
2411_9,1,4,0.61
7749_8,1,4,0.77
9726_7,1,4,0.51
488_4,0,4,0.25
3891_10,1,4,0.63
3100_1,0,4,0.29
4367_9,1,4,0.54
3443_1,0,4,0.17
10415_2,0,4,0.34
7338_7,1,4,0.55
1296_10,1,4,0.64
5062_9,1,4,0.68
9074_8,1,4,0.66
9486_10,1,4,0.4
8984_10,1,4,0.76
11913_4,0,4,0.32
6296_1,0,4,0.3
7734_1,0,4,0.27
3544_1,0,4,0.59
4555_1,0,4,0.31
11279_1,0,4,0.24
12277_3,0,4,0.23
5026_3,0,4,0.35
9152_1,0,4,0.21
4458_7,1,4,0.7
261_4,0,4,0.24
10195_1,0,4,0.2
1933_8,1,4,0.6
1031_2,0,4,0.43
3879_8,1,4,0.66
2694_10,1,4,0.55
7498_3,0,4,0.29
11064_7,1,4,0.7
2897_4,0,4,0.27
10319_1,0,4,0.28
109_2,0,4,0.41
5985_3,0,4,0.41
3123_10,1,4,0.48
6788_9,1,4,0.65
10779_10,1,4,0.64
9082_1,0,4,0.33
7062_1,0,4,0.17
4488_10,1,4,0.64
6340_1,0,4,0.26
8861_1,0,4,0.26
11350_9,1,4,0.59
7258_3,0,4,0.68
7844_4,0,4,0.28
3693_8,1,4,0.77
5390_1,0,4,0.2
10627_1,0,4,0.55
11554_8,1,4,0.76
347_10,1,4,0.61
8158_2,0,4,0.17
12292_10,1,4,0.34
8538_10,1,4,0.58
5959_7,1,4,0.81
9031_10,1,4,0.72
7585_8,1,4,0.45
6830_4,0,4,0.4
8511_10,1,4,0.56
918_2,0,4,0.66
6071_4,0,4,0.35
253_7,1,4,0.48
3667_8,1,4,0.6
6195_1,0,4,0.46
11277_10,1,4,0.6
7194_1,0,4,0.39
5406_7,1,4,0.33
10215_10,1,4,0.63
5041_2,0,4,0.64
6263_7,1,4,0.65
4379_1,0,4,0.14
7342_7,1,4,0.66
6932_7,1,4,0.68
87_10,1,4,0.52
6426_8,1,4,0.86
6059_10,1,4,0.78
9555_4,0,4,0.38
4424_7,1,4,0.65
7067_2,0,4,0.29
2604_8,1,4,0.7
11421_10,1,4,0.63
7427_3,0,4,0.27
9225_1,0,4,0.35
10324_9,1,4,0.65
9156_10,1,4,0.42
8649_9,1,4,0.52
6423_3,0,4,0.42
2811_10,1,4,0.53
4469_2,0,4,0.37
5759_10,1,4,0.68
9014_1,0,4,0.25
1428_1,0,4,0.37
7064_8,1,4,0.61
7252_4,0,4,0.36
1233_1,0,4,0.34
11394_10,1,4,0.82
10315_8,1,4,0.51
10983_10,1,4,0.73
8810_9,1,4,0.8
609_1,0,4,0.36
6436_2,0,4,0.25
8160_7,1,4,0.55
3985_8,1,4,0.47
9552_1,0,4,0.26
9178_10,1,4,0.67
3356_10,1,4,0.72
87_4,0,4,0.44
11749_10,1,4,0.48
6780_10,1,4,0.49
2660_1,0,4,0.44
12398_2,0,4,0.17
10085_3,0,4,0.41
10183_1,0,4,0.55
9825_1,0,4,0.21
7378_8,1,4,0.55
7899_10,1,4,0.39
2862_10,1,4,0.78
7737_1,0,4,0.32
11418_4,0,4,0.55
644_9,1,4,0.89
10564_10,1,4,0.75
2834_9,1,4,0.65
5947_7,1,4,0.63
6925_3,0,4,0.46
3373_1,0,4,0.33
3691_3,0,4,0.36
11587_2,0,4,0.34
12263_10,1,4,0.75
4493_1,0,4,0.57
9161_10,1,4,0.65
6522_1,0,4,0.48
2068_2,0,4,0.54
6705_1,0,4,0.45
7578_8,1,4,0.62
4394_1,0,4,0.27
10876_1,0,4,0.1
4942_4,0,4,0.52
3353_4,0,4,0.23
6433_3,0,4,0.72
10693_4,0,4,0.59
3257_1,0,4,0.27
5746_9,1,4,0.63
11063_3,0,4,0.28
9171_9,1,4,0.71
5160_8,1,4,0.75
10375_10,1,4,0.82
6237_4,0,4,0.43
10474_9,1,4,0.59
2925_1,0,4,0.48
9069_7,1,4,0.61
7918_10,1,4,0.5
5786_10,1,4,0.64
5906_1,0,4,0.11
4023_3,0,4,0.25
3086_1,0,4,0.32
5075_3,0,4,0.47
3281_2,0,4,0.53
3171_3,0,4,0.4
5007_10,1,4,0.61
5214_2,0,4,0.64
3351_4,0,4,0.15
8379_1,0,4,0.18
5163_3,0,4,0.47
2533_7,1,4,0.63
2178_9,1,4,0.58
9624_3,0,4,0.36
5603_7,1,4,0.65
11455_1,0,4,0.29
11496_10,1,4,0.69
12426_1,0,4,0.48
2350_9,1,4,0.73
10382_4,0,4,0.28
6165_4,0,4,0.33
6574_8,1,4,0.6
494_3,0,4,0.22
6554_7,1,4,0.63
10838_1,0,4,0.55
5729_1,0,4,0.26
8723_8,1,4,0.57
1100_7,1,4,0.79
3806_8,1,4,0.76
3670_3,0,4,0.45
4972_9,1,4,0.69
10501_4,0,4,0.48
1677_2,0,4,0.28
10453_10,1,4,0.79
788_2,0,4,0.19
189_9,1,4,0.76
3602_7,1,4,0.5
10465_2,0,4,0.46
2084_8,1,4,0.32
3339_7,1,4,0.61
1439_7,1,4,0.73
10937_9,1,4,0.59
590_10,1,4,0.7
1756_7,1,4,0.64
10188_8,1,4,0.82
3454_8,1,4,0.54
2121_1,0,4,0.4
9109_7,1,4,0.54
1372_7,1,4,0.54
7253_10,1,4,0.56
11827_3,0,4,0.47
46_4,0,4,0.41
9383_8,1,4,0.57
1358_10,1,4,0.6
5510_10,1,4,0.44
9979_7,1,4,0.49
5719_9,1,4,0.54
8755_2,0,4,0.27
9171_1,0,4,0.28
7271_7,1,4,0.41
4598_9,1,4,0.72
5039_3,0,4,0.33
3207_1,0,4,0.44
4451_1,0,4,0.59
1894_4,0,4,0.51
12383_7,1,4,0.79
7677_4,0,4,0.77
1158_4,0,4,0.4
7144_10,1,4,0.57
11397_10,1,4,0.66
1990_10,1,4,0.86
3041_1,0,4,0.33
7151_10,1,4,0.61
9350_1,0,4,0.3
8969_1,0,4,0.37
76_3,0,4,0.32
4016_10,1,4,0.8
4821_10,1,4,0.77
1720_10,1,4,0.8
881_8,1,4,0.53
416_4,0,4,0.43
11307_10,1,4,0.65
3116_2,0,4,0.57
7011_3,0,4,0.33
4463_1,0,4,0.27
2324_8,1,4,0.68
11948_10,1,4,0.54
8740_1,0,4,0.43
5069_2,0,4,0.5
10088_1,0,4,0.26
8755_7,1,4,0.34
9775_8,1,4,0.45
182_10,1,4,0.63
9802_10,1,4,0.48
7033_7,1,4,0.45
7770_7,1,4,0.64
9425_10,1,4,0.74
3423_4,0,4,0.41
9418_2,0,4,0.34
9561_8,1,4,0.78
4574_10,1,4,0.5
2163_10,1,4,0.54
2624_1,0,4,0.22
3800_1,0,4,0.44
11363_1,0,4,0.49
11704_3,0,4,0.67
4078_10,1,4,0.6
6415_3,0,4,0.38
11821_10,1,4,0.72
6918_10,1,4,0.65
10102_7,1,4,0.7
9572_1,0,4,0.22
7066_1,0,4,0.25
3644_8,1,4,0.81
949_1,0,4,0.5
9101_1,0,4,0.43
140_2,0,4,0.43
6239_8,1,4,0.47
12230_9,1,4,0.16
11078_1,0,4,0.41
2001_9,1,4,0.64
6616_7,1,4,0.54
9480_4,0,4,0.3
1235_10,1,4,0.52
3878_10,1,4,0.76
1828_8,1,4,0.74
3166_3,0,4,0.37
6102_10,1,4,0.63
4849_10,1,4,0.65
337_9,1,4,0.61
6737_2,0,4,0.54
6118_10,1,4,0.66
11308_3,0,4,0.14
5874_10,1,4,0.76
8390_3,0,4,0.38
4351_3,0,4,0.6
3340_8,1,4,0.7
2400_7,1,4,0.52
10482_10,1,4,0.48
8210_7,1,4,0.68
8767_1,0,4,0.53
9768_10,1,4,0.45
1242_1,0,4,0.29
6582_4,0,4,0.32
10299_4,0,4,0.37
3787_1,0,4,0.46
4350_10,1,4,0.79
9127_1,0,4,0.54
124_2,0,4,0.57
10777_9,1,4,0.71
5012_10,1,4,0.71
2728_3,0,4,0.38
2580_3,0,4,0.19
210_10,1,4,0.81
5869_10,1,4,0.67
401_10,1,4,0.65
2821_9,1,4,0.57
6633_10,1,4,0.64
6941_1,0,4,0.38
7553_10,1,4,0.58
9861_3,0,4,0.27
6021_7,1,4,0.59
3131_2,0,4,0.19
6998_7,1,4,0.55
11592_10,1,4,0.63
1334_4,0,4,0.46
1280_10,1,4,0.48
10578_7,1,4,0.74
2262_1,0,4,0.32
2527_9,1,4,0.57
3296_1,0,4,0.42
7025_8,1,4,0.7
9028_10,1,4,0.54
437_9,1,4,0.5
7680_8,1,4,0.69
2335_10,1,4,0.53
6530_4,0,4,0.71
5151_3,0,4,0.36
10183_7,1,4,0.64
11878_10,1,4,0.57
10778_3,0,4,0.35
2615_9,1,4,0.51
2079_10,1,4,0.66
11215_10,1,4,0.64
853_9,1,4,0.56
8033_7,1,4,0.52
12098_8,1,4,0.56
11080_10,1,4,0.69
6670_8,1,4,0.48
10846_1,0,4,0.22
462_2,0,4,0.35
107_10,1,4,0.66
10373_7,1,4,0.52
3380_4,0,4,0.55
3191_8,1,4,0.75
12237_10,1,4,0.75
12147_1,0,4,0.12
8028_10,1,4,0.38
7854_10,1,4,0.52
11286_1,0,4,0.13
9690_4,0,4,0.53
5593_2,0,4,0.41
8373_1,0,4,0.56
9662_4,0,4,0.46
745_10,1,4,0.76
7640_2,0,4,0.39
8642_8,1,4,0.69
1455_7,1,4,0.32
7817_1,0,4,0.47
5221_1,0,4,0.36
6170_10,1,4,0.78
2457_8,1,4,0.67
6083_3,0,4,0.25
6848_4,0,4,0.51
1987_4,0,4,0.4
684_2,0,4,0.27
12197_9,1,4,0.72
9579_8,1,4,0.47
11426_1,0,4,0.3
10892_1,0,4,0.26
6928_9,1,4,0.67
11858_2,0,4,0.3
12206_9,1,4,0.68
4618_10,1,4,0.57
4732_10,1,4,0.71
575_3,0,4,0.31
274_2,0,4,0.5
9965_1,0,4,0.24
5733_7,1,4,0.75
12037_10,1,4,0.67
6589_4,0,4,0.38
11494_4,0,4,0.48
1916_8,1,4,0.71
4397_3,0,4,0.69
4386_9,1,4,0.85
357_2,0,4,0.5
3779_4,0,4,0.48
9680_1,0,4,0.21
11532_3,0,4,0.31
7263_10,1,4,0.85
2116_10,1,4,0.5
10494_10,1,4,0.75
8628_4,0,4,0.65
10254_8,1,4,0.59
3477_3,0,4,0.43
5011_1,0,4,0.24
4546_2,0,4,0.33
11013_7,1,4,0.65
6833_10,1,4,0.85
5621_10,1,4,0.62
11331_8,1,4,0.48
5755_7,1,4,0.73
12100_4,0,4,0.38
8151_10,1,4,0.71
5319_8,1,4,0.57
2552_10,1,4,0.64
8020_8,1,4,0.68
5740_3,0,4,0.26
6569_7,1,4,0.59
7455_3,0,4,0.3
10198_8,1,4,0.64
12192_4,0,4,0.42
34_8,1,4,0.49
12369_7,1,4,0.63
12132_4,0,4,0.41
1230_1,0,4,0.21
7244_10,1,4,0.72
6258_4,0,4,0.38
4593_10,1,4,0.46
2281_4,0,4,0.46
286_10,1,4,0.58
11936_7,1,4,0.64
7924_1,0,4,0.2
10597_2,0,4,0.25
5476_4,0,4,0.25
7698_1,0,4,0.38
7622_4,0,4,0.46
5817_10,1,4,0.5
6561_4,0,4,0.4
2860_1,0,4,0.43
2257_1,0,4,0.32
8814_10,1,4,0.55
11993_9,1,4,0.64
8687_2,0,4,0.44
1076_8,1,4,0.38
4235_7,1,4,0.51
6824_10,1,4,0.56
8874_2,0,4,0.16
287_9,1,4,0.62
3318_3,0,4,0.58
2228_7,1,4,0.54
4175_3,0,4,0.39
3646_8,1,4,0.75
4347_8,1,4,0.52
4933_8,1,4,0.5
5219_3,0,4,0.26
10600_2,0,4,0.51
4447_2,0,4,0.32
8901_1,0,4,0.58
704_10,1,4,0.58
5864_1,0,4,0.13
6903_1,0,4,0.16
2589_1,0,4,0.46
9562_8,1,4,0.67
6284_4,0,4,0.32
236_1,0,4,0.33
9058_7,1,4,0.54
2776_8,1,4,0.62
9518_3,0,4,0.22
3285_1,0,4,0.23
8754_1,0,4,0.15
3246_4,0,4,0.4
7691_9,1,4,0.69
7597_9,1,4,0.67
11075_10,1,4,0.69
4162_10,1,4,0.53
3453_7,1,4,0.73
6085_3,0,4,0.31
11647_8,1,4,0.72
6444_8,1,4,0.46
2184_7,1,4,0.4
7169_3,0,4,0.32
5575_3,0,4,0.33
4954_2,0,4,0.5
10344_7,1,4,0.67
4627_1,0,4,0.28
10834_7,1,4,0.68
11575_10,1,4,0.66
11780_3,0,4,0.37
8162_9,1,4,0.81
2041_2,0,4,0.2
10383_10,1,4,0.65
7247_4,0,4,0.36
8269_7,1,4,0.56
6242_1,0,4,0.3
8807_9,1,4,0.59
8118_10,1,4,0.81
8279_4,0,4,0.5
3056_1,0,4,0.42
10098_10,1,4,0.69
7782_7,1,4,0.34
2389_2,0,4,0.58
694_9,1,4,0.58
5855_1,0,4,0.54
5342_1,0,4,0.53
4783_10,1,4,0.59
1786_7,1,4,0.5
9591_3,0,4,0.53
6316_2,0,4,0.41
9481_9,1,4,0.75
10610_1,0,4,0.52
8913_9,1,4,0.81
3783_10,1,4,0.81
12319_1,0,4,0.13
8518_10,1,4,0.66
7415_8,1,4,0.42
11320_1,0,4,0.24
7328_2,0,4,0.3
3664_10,1,4,0.7
6163_2,0,4,0.32
12068_9,1,4,0.52
1802_2,0,4,0.37
6858_2,0,4,0.45
4215_9,1,4,0.73
10300_3,0,4,0.22
3409_1,0,4,0.31
10588_10,1,4,0.82
952_10,1,4,0.68
10981_2,0,4,0.13
11996_10,1,4,0.57
8277_3,0,4,0.4
8646_1,0,4,0.17
10012_1,0,4,0.34
2871_10,1,4,0.7
9292_10,1,4,0.49
4437_1,0,4,0.24
12449_8,1,4,0.42
8677_9,1,4,0.64
628_2,0,4,0.24
1851_1,0,4,0.14
3662_4,0,4,0.27
9003_1,0,4,0.27
1682_2,0,4,0.24
9070_7,1,4,0.52
3409_10,1,4,0.75
9600_4,0,4,0.6
4082_10,1,4,0.64
6448_10,1,4,0.6
3194_1,0,4,0.33
4130_9,1,4,0.49
1982_1,0,4,0.42
11793_3,0,4,0.51
9770_10,1,4,0.78
4826_4,0,4,0.35
10139_8,1,4,0.5
1205_3,0,4,0.31
8859_3,0,4,0.33
